item_id,name,category,tier,total_cost,is_public_shop_item,active_type,active_cooldown,verified_patch,verified_date,confidence,source_ids,notes
upgrade_tech_range,Greater Expansion,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_target_stun,Knockdown,Spirit,3,3200,true,Press,35,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_resonant_healing,Radiant Regeneration,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_rapid_recharge,Rapid Recharge,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_targeted_silence,Silence Wave,Spirit,3,3200,true,InstantCast,42,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_spirit_snatch,Spirit Snatch,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_cooldown_reduction,Superior Cooldown,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_imbued_duration_extender,Superior Duration,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_magic_storm,Surge of Power,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_magic_shock,Tankbuster,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_tech_damage_pulse,Torment Pulse,Spirit,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_arctic_blast,Arctic Blast,Spirit,4,6400,true,InstantCast,24,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_boundless_spirit,Boundless Spirit,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_glitch,Cursed Relic,Spirit,4,6400,true,Press,55,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_ability_power_shard,Echo Shard,Spirit,4,6400,true,InstantCast,30,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_escalating_exposure,Escalating Exposure,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_self_bubble,Ethereal Shift,Spirit,4,6400,true,InstantCast,37,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_focus_lens,Focus Lens,Spirit,4,6400,true,Press,45,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_ultimate_burst,Lightning Scroll,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_magic_carpet,Magic Carpet,Spirit,4,6400,true,InstantCast,32,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_ethereal_bullets,Mercurial Magnum,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_mystic_reverb,Mystic Reverb,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_ability_refresher,Refresher,Spirit,4,6400,true,InstantCast,300,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_discord,Scourge,Spirit,4,6400,true,Press,35,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_spirit_burn,Spirit Burn,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_transcendent_cooldown,Transcendent Cooldown,Spirit,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_aoe_root,Vortex Web,Spirit,4,6400,true,Press,42,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_health,Extra Health,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_endurance,Extra Regen,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_improved_stamina,Extra Stamina,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_grit,Grit,Vitality,1,800,true,InstantCast,60,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_health_stimpak,Healing Rite,Vitality,1,800,true,Press,70,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_lifestrike_gauntlets,Melee Lifesteal,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_melee_rebuttal,Rebuttal,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_sprint_booster,Sprint Boots,Vitality,1,800,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_regenerating_bullet_shield,Battle Vest,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_vampire,Bullet Lifesteal,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_debuff_reducer,Debuff Reducer,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_magic_shield,Enchanter's Emblem,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_cardio_calibrator,Enduring Speed,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_guardian_ward,Guardian Ward,Vitality,2,1600,true,Press,60,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_healbane,Healbane,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_healing_booster,Healing Booster,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_vex_barrier,Reactive Barrier,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_restorative_locket,Restorative Locket,Vitality,2,1600,true,InstantCast,20,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_return_fire,Return Fire,Vitality,2,1600,true,InstantCast,23,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_health_stealing_magic,Spirit Lifesteal,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_spirit_bubble,Spirit Shielding,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_trophy_collector,Trophy Collector,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_weapon_shielding,Weapon Shielding,Vitality,2,1600,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_improved_bullet_armor,Bullet Resilience,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_counterspell,Counterspell,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_reduce_debuff_duration,Dispel Magic,Vitality,3,3200,true,InstantCast,45,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_chonky,Fortitude,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_fury_trance,Fury Trance,Vitality,3,3200,true,InstantCast,18,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_health_nova,Healing Nova,Vitality,3,3200,true,InstantCast,60,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_boxing_glove,Lifestrike,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_rocket_booster,Majestic Leap,Vitality,3,3200,true,InstantCast,45,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_metal_skin,Metal Skin,Vitality,3,3200,true,InstantCast,24,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_rescue_beam,Rescue Beam,Vitality,3,3200,true,Press,60,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_tech_purge,Spirit Resilience,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_superior_stamina,Stamina Mastery,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_veil_walker,Veil Walker,Vitality,3,3200,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_warp_stone,Warp Stone,Vitality,3,3200,true,InstantCast,16,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_cheat_death,Cheat Death,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_colossus,Colossus,Vitality,4,6400,true,InstantCast,37,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_divine_barrier,Divine Barrier,Vitality,4,6400,true,Press,45,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_diviners_kevlar,Diviner's Kevlar,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_healbuff,Healing Tempo,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_auto_cleanse,Indomitable,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_infuser,Infuser,Vitality,4,6400,true,InstantCast,30,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_inhibitor,Inhibitor,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_juggernaut,Juggernaut,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_damage_recycler,Leech,Vitality,4,6400,true,,,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
upgrade_phantom_strike,Phantom Strike,Vitality,4,6400,true,Press,35,Minor Update - 08-22-2026,2026-09-02,high,"[""SRC-0004"",""SRC-0006""]","Kanonischer interner Spielschlüssel aus ItemData; Street-Brawl-Legendaries, deaktivierte und kosmetische Einträge ausgeschlossen."
