item_id,raw_field,reason,source_ids
upgrade_cloaking_device_active,InvisFadeToDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cloaking_device_active,RevealOnDamageDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cloaking_device_active,RevealOnSpottedDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cold_front,DamageHeight,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cold_front,NPCDamageMult,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cold_front,SpreadDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_cold_front,StartRadius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_colossus,GroundDashReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_colossus,ModelScaleGrowth,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_counterspell,HealOnSuccess,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_crackshot,ProcChance,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_crackshot,Radius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_critshot,Radius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_crushing_fists,HeavyMeleeMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_crushing_fists,LightMeleeStacks,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_deflecting_armor,DeflectionRandomness,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_discord,TickRate,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_divine_barrier,CooldownReductionPctOnOthers,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_divine_barrier,TechRadiusMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_dps_aura,NonHeroMult,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_ethereal_bullets,BuffDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_express_shot,ProcBaseAttackDamagePercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_express_shot,ProcBaseAttackDamagePercentAltFire,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_express_shot,ProcBulletVelocity,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_fervor,LowHealthThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_fleetfoot_boots,MoveWhileShootingSpeedPenaltyReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_fleetfoot_boots,MoveWhileZoomedSpeedPenaltyReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_fury_trance,MoveWhileShootingSpeedPenaltyReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,BonusClipPerKill,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,BuildUpDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,BuildUpPerShot,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,MaxStacks,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,SlowDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glass_cannon,SlowPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_glitch,SkipFrames,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_goose_egg,ThinkRate,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_guardian_ward,CooldownReductionPctOnOthers,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_guardian_ward,GuardianWardCombatBarrier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_guardian_ward,TechRadiusMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_headhunter,ProcChance,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_headshot_booster,ProcChance,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_headshot_booster2,DiminishingMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_healbuff,HealAmpRegenPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_healbuff,MinimumHealAmount,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_healing_booster,HealAmpRegenPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_health_stealing_magic,BonusHealth,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_health_stealing_magic,NonHeroAbilityLifestealTooltipOnly,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_health_stealing_magic,TechPower,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_hollow_point_rounds,LifeThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_improved_bullet_armor,BulletResistBelowThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_improved_bullet_armor,HealthThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_infuser,NonHeroAbilityLifestealTooltipOnly,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_inhibitor,BuildUpDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_inhibitor,BuildUpPerShot,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_lifestrike_gauntlets,LightMeleeCooldownMult,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_lifestrike_gauntlets,NonHeroHealPct,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_burst,MinimumDamage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_carpet,FlyMoveSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_shield,LifeThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_shock,CurrentHealthDamage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_shock,MinimumDamage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_shock,ReProcLockoutTime,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_shock,WatcherMaxDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_storm,MoveWhileShootingSpeedPenaltyReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_magic_storm,MoveWhileZoomedSpeedPenaltyReductionPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_medic_bullets,ProcChance,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_medic_bullets,Radius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_melee_rebuttal,ParrySuccessHealPercentage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_mystic_reverb,MaxHealthDamage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_mystic_reverb,MinimumDamage,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_non_player_bonus_sacrifice,BonusAbilityCharges,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_non_player_bonus_sacrifice,TechRadiusMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_phantom_strike,SlowDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_pristine_emblem,EnemyLifeThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_proc_silence,BuildUpDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_proc_silence,BuildUpPerShot,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_quick_silver,BuffDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_regenerating_bullet_shield,LifeThreshold,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rescue_beam,BonusMoveSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rescue_beam,HealInterval,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rescue_beam,SelfModifier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rescue_beam,TechRadiusMultiplier,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_restorative_locket,Radius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,DropDownSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,ImpactHeight,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,JumpVelocityHidden,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,MaxLandingSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,MinAimAngle,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,SlamDownRadius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,SlowDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,SlowPercent,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,TossSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rocket_booster,VerticalDifferenceTolerance,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_rupture,TickRate,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_self_bubble,DampingFactor,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_self_bubble,LiftHeight,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,HealthStealPctHero,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,MaxStacks,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,ParticleRadius,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,StackLostPerDeath,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,StealPerHit,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_siphon_bullets,StealPerKill,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_slowing_bullets,BuildUpDuration,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_slowing_bullets,BuildUpPerShot,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_soaring_spirit,BonusHealth,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
upgrade_soaring_spirit,BonusSprintSpeed,Nicht in der aktuellen Default-Infobox sichtbar; nicht als Live-Effekt übernommen (UNC-0014).,"[""SRC-0004"",""SRC-0005"",""SRC-0006""]"
