ability_id,effect_id,effect_type,mechanic,value,unit,scaling_attribute,scaling_coefficient,calculation_rule,condition,trigger,target_scope,nonhero_behavior,objective_behavior,stacking,max_stacks,duration,cooldown,charge_up_time,tick_interval,confidence,source_ids,notes
abrams_shoulder_charge,modifier_bull_charging_enabled_state_mask_5,stat,modifier_bull_charging_enabled_state_mask_5,DuckingDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_bull_charging_enabled_state_mask_6,stat,modifier_bull_charging_enabled_state_mask_6,ForceCanParry,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_charge_drag_enemy,charge,modifier_charge_drag_enemy,ChargeDragEnemy,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_shoulder_charge,modifier_charge_drag_enemy_enabled_state_mask_1,charge,modifier_charge_drag_enemy_enabled_state_mask_1,AbilityMovementDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_charge_drag_enemy_enabled_state_mask_2,charge,modifier_charge_drag_enemy_enabled_state_mask_2,IgnorePortals,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_charge_drag_enemy_vertical_offset,charge,modifier_charge_drag_enemy_vertical_offset,30,charges,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_charge_drag_enemy_forward_offset,charge,modifier_charge_drag_enemy_forward_offset,120,charges,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_toss_air_control_lockout,movement,modifier_toss_air_control_lockout,AirControlLockout,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_shoulder_charge,modifier_toss_air_control_lockout_duration,movement,modifier_toss_air_control_lockout_duration,1,seconds,,,,base ability state,,ability-defined,,,,,1,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_toss_air_control_lockout_enabled_state_mask_1,movement,modifier_toss_air_control_lockout_enabled_state_mask_1,MovementAbilityRestricted,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,modifier_weapon_power_increase,special_rule,modifier_weapon_power_increase,ShoulderChargeBuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_shoulder_charge,side_move_speed_reduction,movement,side_move_speed_reduction,-65,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,slow_modifier,crowd_control,slow_modifier,WallSlamSlow,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_shoulder_charge,speed_initial,movement,speed_initial,18.75,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,stun_duration,crowd_control,stun_duration,0.3,seconds,duration,1,,base ability state,,ability-defined,,,,,0.3,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,toss_up_magnitude,movement,toss_up_magnitude,0.5,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_shoulder_charge,turn_rate_max,stat,turn_rate_max,140,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,auto_intrinsic_modifiers_1,special_rule,auto_intrinsic_modifiers_1,InfernalResilienceMelee,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_infernal_resilience,auto_intrinsic_modifiers_2,special_rule,auto_intrinsic_modifiers_2,IntrinsicBase,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_infernal_resilience,bonus_health_regen,healing,bonus_health_regen,1,health,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,non_hero_heal_pct,healing,non_hero_heal_pct,40,percent,,,,base ability state,,nonhero_unit,Explicit structured field: 40 percent.,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,regen_damage_interval,damage,regen_damage_interval,1,seconds,,,,base ability state,,ability-defined,,,,,,,,1,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,regen_incoming_damage_duration,damage,regen_incoming_damage_duration,20,seconds,,,,base ability state,,ability-defined,,,,,20,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_infernal_resilience,regen_incoming_damage_percent,damage,regen_incoming_damage_percent,13,percent,healing,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,ability_cooldown,cooldown,ability_cooldown,215,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,215,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,active_modifier,special_rule,active_modifier,LeapActive,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,boost_modifier,special_rule,boost_modifier,CitadelBullLeapBoosting,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,crash_modifier,special_rule,crash_modifier,CitadelBullLeapBoostingCrash,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,damage,damage,damage,100,damage,spirit,2.325,value = 100 + 2.325 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,drag_modifier,movement,drag_modifier,ChargeDragEnemy,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,drag_modifier_forward_offset,movement,drag_modifier_forward_offset,200,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,drag_modifier_vertical_offset,movement,drag_modifier_vertical_offset,0,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier,defense,immunity_modifier,Unstoppable,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,immunity_modifier_enabled_state_mask_1,defense,immunity_modifier_enabled_state_mask_1,StatusImmune,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_enabled_state_mask_2,defense,immunity_modifier_enabled_state_mask_2,SlowImmune,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_enabled_state_mask_3,defense,immunity_modifier_enabled_state_mask_3,KnockdownImmune,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_enabled_state_mask_4,defense,immunity_modifier_enabled_state_mask_4,Unstoppable,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_1,defense,immunity_modifier_disabled_state_mask_1,Disarmed,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_2,defense,immunity_modifier_disabled_state_mask_2,Muted,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_3,defense,immunity_modifier_disabled_state_mask_3,Silenced,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_4,defense,immunity_modifier_disabled_state_mask_4,SilenceMovementAbilites,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_5,defense,immunity_modifier_disabled_state_mask_5,Slowed,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_6,defense,immunity_modifier_disabled_state_mask_6,Glitched,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_7,defense,immunity_modifier_disabled_state_mask_7,MeleeDisabledDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,immunity_modifier_disabled_state_mask_8,defense,immunity_modifier_disabled_state_mask_8,DashDisabledDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,impact_height,damage,impact_height,6,meters,radius,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,impact_radius,damage,impact_radius,9,meters,radius,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,landing_bonuses_modifier,special_rule,landing_bonuses_modifier,CitadelBullLeapLandingBonuses,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
abrams_seismic_impact,stun_duration,crowd_control,stun_duration,1.6,seconds,duration,1,,base ability state,,ability-defined,,,,,1.6,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
abrams_seismic_impact,toss_speed,movement,toss_speed,450,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,ability_cast_delay,stat,ability_cast_delay,0.5,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,ability_cooldown,cooldown,ability_cooldown,12,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,12,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,air_drag,movement,air_drag,2,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,air_speed_max,movement,air_speed_max,70,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,buff_modifier,special_rule,buff_modifier,FencerSigilBuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_disengaging_sigil,channel_move_speed,movement,channel_move_speed,1.3,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,damage,damage,damage,85,damage,spirit,1.3,value = 85 + 1.3 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,debuff_modifier,crowd_control,debuff_modifier,FencerSigilSlow,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_disengaging_sigil,disarm_modifier,crowd_control,disarm_modifier,UpgradeGreaterWitheringWhipDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_disengaging_sigil,disarm_modifier_enabled_state_mask_1,crowd_control,disarm_modifier_enabled_state_mask_1,Disarmed,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,fall_speed_max,movement,fall_speed_max,1,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,jump_velocity_hidden,movement,jump_velocity_hidden,16,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,sigil_radius,targeting,sigil_radius,6.5,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,slow_duration,crowd_control,slow_duration,4,seconds,duration,1,,base ability state,,ability-defined,,,,,4,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,slow_percent,crowd_control,slow_percent,30,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_disengaging_sigil,trace_to_ground_distance,stat,trace_to_ground_distance,1000,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,ability_channel_time,stat,ability_channel_time,0.8,seconds,duration,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,ability_cooldown,cooldown,ability_cooldown,22,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,22,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,ability_lifesteal_percent_hero,healing,ability_lifesteal_percent_hero,50,percent,healing,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,auto_channel_modifier,special_rule,auto_channel_modifier,RiposteCastModifier,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_riposte,counterattack_anti_mash_delay,stat,counterattack_anti_mash_delay,0.2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,damage_threshold,damage,damage_threshold,60,damage,power_increase,4,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,damping_factor,stat,damping_factor,0.5,multiplier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,dash_grace_window,movement,dash_grace_window,1.3,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,dash_radius,movement,dash_radius,2.2,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,dash_range,movement,dash_range,35,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,dash_speed,movement,dash_speed,76.2,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,debuff_modifier,crowd_control,debuff_modifier,FencerRiposteAttackDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_riposte,lift_height,stat,lift_height,240,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,melee_resist_reduction,defense,melee_resist_reduction,-25,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,melee_resist_reduction_duration,defense,melee_resist_reduction_duration,3,percent,duration,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,move_speed_max,movement,move_speed_max,4,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,parry_window,stat,parry_window,0.3,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,side_move_speed,movement,side_move_speed,-100,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,slash_cone_angle,targeting,slash_cone_angle,90,degrees,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,slash_half_width,stat,slash_half_width,1,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,slash_radius,targeting,slash_radius,6,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,slow_duration,crowd_control,slow_duration,4,seconds,duration,1,,base ability state,,ability-defined,,,,,4,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,slow_percent,crowd_control,slow_percent,40,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,stun_duration,crowd_control,stun_duration,0.8,seconds,duration,1,,base ability state,,ability-defined,,,,,0.8,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_riposte,target_lifesteal_modifier,healing,target_lifesteal_modifier,FencerRiposteTargetLifesteal,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_riposte,turn_rate_max,stat,turn_rate_max,10,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,ability_cast_delay,stat,ability_cast_delay,0.1,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,ability_cooldown,cooldown,ability_cooldown,26,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,26,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,ability_duration,stat,ability_duration,8,seconds,duration,1,,base ability state,,ability-defined,,,,,8,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,ability_post_cast_duration,stat,ability_post_cast_duration,0.2,seconds,,,,base ability state,,ability-defined,,,,,0.2,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,attack_dash_range,movement,attack_dash_range,3,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,attacking_dash_speed,movement,attacking_dash_speed,55.88,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,base_damage,damage,base_damage,25,damage,spirit,0.55,value = 25 + 0.55 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,dash_angle_threshold,movement,dash_angle_threshold,89,degrees,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,dash_buff_modifier,movement,dash_buff_modifier,Dashmodifier,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
apollo_flawless_advance,dash_radius,movement,dash_radius,1.85,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,dash_range,movement,dash_range,5,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
apollo_flawless_advance,dash_speed,movement,dash_speed,27.94,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
